StartDate,EndDate,ResponseId,B2A_1,B2_1A,B2L_7,A2I_5,A2S_5,D1_15,Wave,gbt__v1__n__shareofwallet_1__Whirlpool,S3,S4,S5,S6a,S6b,gbt__v1__b__total_brand_awareness_3__Nilkamal furniture,gbt__v1__b__total_brand_awareness_3__Local furniture shop,gbt__v1__b__total_brand_awareness_3__Carpenter,gbt__v1__n__shareofwallet_3__Godrej,gbt__v1__n__shareofwallet_3__Ikea,gbt__v1__n__shareofwallet_3__Urban Ladder
09-10-2022 20:12,09-10-2022 20:27,R_zSafDL4u5gx4ArT,9,It gives better quality product,,,,"Voltas,Tata",1,0.2,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:20,09-10-2022 20:27,R_1N54nKSo5YZ5n7A,Extremely likely10,Very much,,,,Godrej,1, ,Mumbai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",0,1,0,,,
09-10-2022 20:21,09-10-2022 20:27,R_PTomhxbyOEKr6bT,,,,,,Tata,1,0.2,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:20,09-10-2022 20:27,R_3mgyzPJuFb4fALx,Extremely likely10,10,,,,"LG,Whirlpool",1, ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",0,0,0,,,
09-10-2022 20:22,09-10-2022 20:27,R_2qn2yQA9yqP0ObU,,,,,,Godrej,1,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
09-10-2022 20:21,09-10-2022 20:27,R_2rTQYT0cSRwZ5IV,,,,,,Tata,1,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van",,,,,,
09-10-2022 20:17,09-10-2022 20:27,R_3DtCnCfaRGWuYAp,Extremely likely10,This because gooderj is very beautiful and trusted company,,Maytag,,Whirlpool,1,0.4,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",0,0,0,,,
09-10-2022 20:19,09-10-2022 20:27,R_1kRmKEK6MNNP1xE,,,,,,Samsung,1,,Mumbai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:12,09-10-2022 20:27,R_2duvzDMMBwrhXRT,,,,,,"Godrej,Tata",1,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",1,0,1,,,
09-10-2022 20:20,09-10-2022 20:28,R_3gYg8nwUyIOw8yL,8,Godrej has good quality of purchase ,,,,"Whirlpool,Haier,AmazonBasics",1,0.2,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:23,09-10-2022 20:28,R_a5EOWIYP02n7Xl7,9,It is strong,,,,"Godrej,LG",1, ,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:19,09-10-2022 20:28,R_1YsErTyUriKT43f,6,Average product ,,,,Samsung,1, ,Chennai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",0,0,0,,,
09-10-2022 20:20,09-10-2022 20:28,R_24BglnxBqJwZb7Q,,,,Ikea,,"Godrej,HomeTown,HomeCenter,Amazon Furniture,Flipkart Furniture,Nilkamal furniture,Local furniture shop,Tata",1,,New Delhi NCR,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,1,,,
09-10-2022 20:22,09-10-2022 20:28,R_2wa7F1kyKWXunm3,,,,,,Godrej,1,,New Delhi NCR,18-21,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
09-10-2022 20:21,09-10-2022 20:28,R_2VsgJwi4Dt4wlBO,Extremely likely10,It has a good reputation ,,,,"Godrej,Samsung,LG,Whirlpool",1,0.6,Mumbai,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:28,R_3hmEsZw4movzIFg,,,,dmart,protective,"Godrej,Tata,AmazonBasics",1,,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
09-10-2022 20:20,09-10-2022 20:28,R_1DGc4wRC3HFXBwm,,,,,,None of the above,1,,New Delhi NCR,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:28,R_1CEATn3gn59I6uo,,,,,,"LG,Amazon Furniture",1, ,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,1,0,,,
09-10-2022 20:22,09-10-2022 20:28,R_9QQOzYyPFaBGaAx,,,5,,,Godrej,1,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:15,09-10-2022 20:28,R_2ARKS9atAIXMRAN,Extremely likely10,Because of good quality of products,,,,"Whirlpool,Yale,Ozone",1,,Mumbai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
09-10-2022 20:10,09-10-2022 20:28,R_3G7D3bD6Rncnaca,,,,,,"Godrej,Ozone,Honeywell",1,,Chennai,41-45,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:23,09-10-2022 20:28,R_3NJtaB8tPViigvo,,,,,,"Ozone,Amazon Furniture,Flipkart Furniture",1,,Mumbai,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:04,09-10-2022 20:28,R_1JFSNCPUcW1prss,9,Product are very nice,,,,Godrej,1, ,New Delhi NCR,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
09-10-2022 20:14,09-10-2022 20:28,R_1LFMBSJM3S1hpIn,,,,,,HomeCenter,1,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",0,0,0,,,
09-10-2022 20:20,09-10-2022 20:28,R_1JEBRmOGHE5QbaL,Extremely likely10,I like its products ,,,,None of the above,1,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
09-10-2022 20:20,09-10-2022 20:28,R_2DP7kXNbsOiSMHb,2,What the fuck ,,,Hh,Tata,1,,Hyderabad,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:28,R_3gN7C1oPZDM3nxK,,,,Me,,"Ozone,Urban Ladder,Nilkamal furniture",1,,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",1,0,0,,,
09-10-2022 20:20,09-10-2022 20:29,R_7UkEVge59p5MLyp,5,Because it is a trusted brand and we use them from generation ,6,,,Godrej,1, ,Mumbai,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:29,R_25tI7G33isswAFu,,,,,,,1,,Chennai,26-30,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",0,0,0,,,
09-10-2022 20:12,09-10-2022 20:29,R_2E75IzKlYv6tdS9,,,,,,"Ozone,HomeCenter,Tata",1,,Bangalore,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,1,,,
09-10-2022 20:24,09-10-2022 20:29,R_9YTJC74HCjouRDb,,,,,,"Godrej,Ikea,Amazon Furniture,Tata",1,,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
09-10-2022 20:21,09-10-2022 20:29,R_yOUlOcorIK8cUrT,,,,,,LG,1, ,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
09-10-2022 20:20,09-10-2022 20:29,R_3oNLYX8AWakLLn2,9,10,Extremely likely10,,,"Godrej,LG,Whirlpool,Harrison",1,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
09-10-2022 20:05,09-10-2022 20:29,R_3HYqyCoI0QkpJI4,Extremely likely10,It has long time good usage,,,,"Godrej,LG,Whirlpool,Pepperfry,Amazon Furniture,Flipkart Furniture",1,0.2,Chennai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,0,,,
09-10-2022 20:22,09-10-2022 20:29,R_2PjPOG5Ar14fSnQ,Extremely likely10,I like their quality of product.,,,,"Godrej,Pepperfry",1,,Hyderabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:29,R_2RQGH1F6NhX7qj0,6,It's hardware good,,,,Nilkamal furniture,1, ,Kolkata,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,0,,,
09-10-2022 20:22,09-10-2022 20:29,R_UxqOvOzE0WRjALn,,,,,,"Samsung,LG,Whirlpool,Pepperfry",1,0.2,Kolkata,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",0,1,0,,,
09-10-2022 20:22,09-10-2022 20:29,R_2TELzEwAp9hSHEh,,,,,,"Godrej,Amazon Furniture,Local furniture shop",1,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",0,1,0,,,
09-10-2022 20:24,09-10-2022 20:29,R_1QiN1fDNU4eVouN,2,Hi I was just wondering what time the meeting is on Monday pm class kar ,,,,"Godrej,Samsung",1, ,Kolkata,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",,,,,,
09-10-2022 20:22,09-10-2022 20:29,R_3JDbcXINYDnGnL4,,,,,,"Godrej,Pepperfry,HomeTown,Honeywell",1,,Mumbai,26-30,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",1,0,0,,,
09-10-2022 20:22,09-10-2022 20:29,R_1CKi0pqG5BFHwpb,,,,,,Tata,1,,Kochi,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Personal computer/ Laptop",0,0,0,,,
09-10-2022 20:21,09-10-2022 20:29,R_1qdHTxocnhKxltj,,,,,,Nilkamal furniture,1,,Mumbai,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine",1,0,0,,,
09-10-2022 20:12,09-10-2022 20:30,R_32L7HWcIXB4KgIS,,,,Urban ladder ,,"Amazon Furniture,AmazonBasics",1,,Mumbai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,1,,,
09-10-2022 20:04,09-10-2022 20:30,R_1JLceFLJvM4CdEc,,,,Prestige ,3M,Tata,1,,Chennai,18-21,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
09-10-2022 20:16,09-10-2022 20:30,R_2coUmVHW9D8C1rP,,,,,,"Samsung,Tata",1,,Ahmedabad,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:30,R_3nMGycfYdyI2KN2,,,,,,"Godrej,Tata",1,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:20,09-10-2022 20:30,R_1F3MsKzWXMejL20,,,,,,"Samsung,LG,Whirlpool",1,0.4,Bangalore,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
09-10-2022 20:21,09-10-2022 20:30,R_3HN5mUBGR5bJd5L,6,Good service ,,,,"Godrej,LG,AmazonBasics,Honeywell",1,0.2,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:30,R_2SfdZcCLTfUpSOY,8,Good quality products ,,,,"Godrej,Haier,HomeTown,HomeCenter",1, ,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,1,1,,,
09-10-2022 20:24,09-10-2022 20:30,R_2c028yBhuBamfFV,,,,,,None of the above,1, ,New Delhi NCR,36-40,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:17,09-10-2022 20:30,R_2dYB3cryOfdSxYx,3,Very good,2,,,Harrison,1, ,New Delhi NCR,41-45,Female,Graduation/ Post Graduation: Professional,"Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:25,09-10-2022 20:30,R_uxgqjW56rnxePxT,,,,,,"Ikea,Amazon Furniture",1,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
09-10-2022 19:57,09-10-2022 20:30,R_3PFg23mNxRXZuUd,9,It's a nice brand and product are of good quality ,,,,Godrej,1, ,New Delhi NCR,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:14,09-10-2022 20:30,R_1rppVpmUqzfV6V1,9,Lesss used,,,None,Godrej,1, ,Hyderabad,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:30,R_3g1vbIx9jcBCEv4,Extremely likely10,100,,,,LG,1, ,Lucknow,46-50,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",0,0,0,,,
09-10-2022 20:23,09-10-2022 20:30,R_1DP9c39rhHa1Zvs,,,6,,,"Harrison,AmazonBasics",1,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
09-10-2022 20:21,09-10-2022 20:30,R_ZCt5JVYQE0LNEyZ,,,,,,"Godrej,Pepperfry,Nilkamal furniture",1,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
09-10-2022 20:21,09-10-2022 20:30,R_3ekQNYwXuSkw9TV,,,,,,"Local furniture shop,Carpenter",1,,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,1,,,
09-10-2022 20:23,09-10-2022 20:30,R_2YtA6qWTC5OAO6v,3,7 out of 10,,,,Whirlpool,1, ,New Delhi NCR,22-25,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:30,R_2ExVB81e6ZqVwJ0,,,,Home centre ,Pepperfry ,"Godrej,Ozone,Ikea,Urban Ladder,Pepperfry,HomeTown,HomeCenter,Amazon Furniture,Flipkart Furniture,Tata",1,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:21,09-10-2022 20:30,R_23fMTcCXvunGXxF,8,I have used it in the past,,,,Godrej,1, ,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
09-10-2022 20:07,09-10-2022 20:30,R_3sixt4fn4ZKMhCc,Extremely likely10,Godrej brand very good anf and nice,,,,"Godrej,Ozone",1, ,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:22,09-10-2022 20:30,R_3R7uoVdI5RdlTDG,7,"Being the oldest refrigerator company in India, Godrej offers good quality of refrigerators. Just like other brands, it has its own hits and misses. One of the biggest miss from Godrej is the unavailability of premium French or multi-door refrigerators which all other big brands offer.",,,,Harrison,1, ,Bangalore,18-21,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",,,,,,
09-10-2022 20:21,09-10-2022 20:30,R_D6j46fzJ9Gp3glP,,,,,,Tata,1,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,1,1,,,
09-10-2022 20:25,09-10-2022 20:30,R_VXCht9pHidJRPBT,,,,,,"Samsung,LG,Haier",1,0.4,Kolkata,41-45,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",,,,,,
09-10-2022 20:12,09-10-2022 20:30,R_3s6YCt1f5pFLHpV,5,It's have less warranty period ,,Na,,"Samsung,Whirlpool,Voltas,Ikea",1,,Bangalore,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",,,,,,
09-10-2022 20:22,09-10-2022 20:31,R_3r0Nd82Sg5mnmWC,,,9,,,"Godrej,Pepperfry,Amazon Furniture",1,,New Delhi NCR,36-40,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",0,0,0,,,
09-10-2022 20:10,09-10-2022 20:31,R_2qmlKNMVYabdzxt,,,7,,,"Godrej,Nilkamal furniture",1,,Kolkata,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",1,0,1,,,
09-10-2022 20:23,09-10-2022 20:31,R_2AKdXIXYh0uGZPh,Extremely likely10,10,,,,"Samsung,LG,Whirlpool,Haier,Pepperfry,Flipkart Furniture",1,,Mumbai,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",,,,,,
09-10-2022 20:19,09-10-2022 20:31,R_123Vh5duSE9ak8T,,,,,,Godrej,1,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",0,0,0,,,
09-10-2022 20:24,09-10-2022 20:31,R_2rPePySbZxWpf3s,,,,,,"Godrej,Amazon Furniture,Flipkart Furniture,Tata",1,,Mumbai,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",1,0,0,,,
09-10-2022 20:12,09-10-2022 20:31,R_24kffdtIfizJd11,6,Because design are not good,,,,Nilkamal furniture,1, ,New Delhi NCR,36-40,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Air Conditioner",1,0,0,,,
